t_wall_s,step,obs_id,x_m,y_m,vx_mps,vy_mps,speed_mps,course_deg,radius_m
123.117,1131,1,464.980,258.690,-4.200,-0.100,4.201,181.364,14.000
123.117,1131,2,591.310,781.220,0.100,6.200,6.201,89.076,16.000
123.117,1131,3,488.690,264.020,-0.100,-5.800,5.801,269.012,16.000
123.226,1132,0,736.560,211.320,5.800,0.100,5.801,0.988,16.000
123.226,1132,1,464.560,258.680,-4.200,-0.100,4.201,181.364,14.000
123.226,1132,2,591.320,781.840,0.100,6.200,6.201,89.076,16.000
123.226,1132,3,488.680,263.440,-0.100,-5.800,5.801,269.012,16.000
123.336,1133,0,737.140,211.330,5.800,0.100,5.801,0.988,16.000
123.336,1133,1,464.140,258.670,-4.200,-0.100,4.201,181.364,14.000
123.336,1133,2,591.330,782.460,0.100,6.200,6.201,89.076,16.000
123.336,1133,3,488.670,262.860,-0.100,-5.800,5.801,269.012,16.000
123.444,1134,0,737.720,211.340,5.800,0.100,5.801,0.988,16.000
123.444,1134,1,463.720,258.660,-4.200,-0.100,4.201,181.364,14.000
123.444,1134,2,591.340,783.080,0.100,6.200,6.201,89.076,16.000
123.444,1134,3,488.660,262.280,-0.100,-5.800,5.801,269.012,16.000
123.553,1135,0,738.300,211.350,5.800,0.100,5.801,0.988,16.000
123.553,1135,1,463.300,258.650,-4.200,-0.100,4.201,181.364,14.000
123.553,1135,2,591.350,783.700,0.100,6.200,6.201,89.076,16.000
123.553,1135,3,488.650,261.700,-0.100,-5.800,5.801,269.012,16.000
123.661,1136,0,738.880,211.360,5.800,0.100,5.801,0.988,16.000
123.661,1136,1,462.880,258.640,-4.200,-0.100,4.201,181.364,14.000
123.661,1136,2,591.360,784.320,0.100,6.200,6.201,89.076,16.000
123.661,1136,3,488.640,261.120,-0.100,-5.800,5.801,269.012,16.000
123.770,1137,0,739.460,211.370,5.800,0.100,5.801,0.988,16.000
123.770,1137,1,462.460,258.630,-4.200,-0.100,4.201,181.364,14.000
123.770,1137,2,591.370,784.940,0.100,6.200,6.201,89.076,16.000
123.770,1137,3,488.630,260.540,-0.100,-5.800,5.801,269.012,16.000
123.880,1138,0,740.040,211.380,5.800,0.100,5.801,0.988,16.000
123.880,1138,1,462.040,258.620,-4.200,-0.100,4.201,181.364,14.000
123.880,1138,2,591.380,785.560,0.100,6.200,6.201,89.076,16.000
123.880,1138,3,488.620,259.960,-0.100,-5.800,5.801,269.012,16.000
123.990,1139,0,740.620,211.390,5.800,0.100,5.801,0.988,16.000
123.990,1139,1,461.620,258.610,-4.200,-0.100,4.201,181.364,14.000
123.990,1139,2,591.390,786.180,0.100,6.200,6.201,89.076,16.000
123.990,1139,3,488.610,259.380,-0.100,-5.800,5.801,269.012,16.000
124.099,1140,0,741.200,211.400,5.800,0.100,5.801,0.988,16.000
124.099,1140,1,461.200,258.600,-4.200,-0.100,4.201,181.364,14.000
124.099,1140,2,591.400,786.800,0.100,6.200,6.201,89.076,16.000
124.099,1140,3,488.600,258.800,-0.100,-5.800,5.801,269.012,16.000
124.207,1141,0,741.780,211.410,5.800,0.100,5.801,0.988,16.000
124.207,1141,1,460.780,258.590,-4.200,-0.100,4.201,181.364,14.000
124.207,1141,2,591.410,787.420,0.100,6.200,6.201,89.076,16.000
124.207,1141,3,488.590,258.220,-0.100,-5.800,5.801,269.012,16.000
124.316,1142,0,742.360,211.420,5.800,0.100,5.801,0.988,16.000
124.316,1142,1,460.360,258.580,-4.200,-0.100,4.201,181.364,14.000
124.316,1142,2,591.420,788.040,0.100,6.200,6.201,89.076,16.000
124.316,1142,3,488.580,257.640,-0.100,-5.800,5.801,269.012,16.000
124.426,1143,0,742.940,211.430,5.800,0.100,5.801,0.988,16.000
124.426,1143,1,459.940,258.570,-4.200,-0.100,4.201,181.364,14.000
124.426,1143,2,591.430,788.660,0.100,6.200,6.201,89.076,16.000
124.426,1143,3,488.570,257.060,-0.100,-5.800,5.801,269.012,16.000
124.535,1144,0,743.520,211.440,5.800,0.100,5.801,0.988,16.000
124.535,1144,1,459.520,258.560,-4.200,-0.100,4.201,181.364,14.000
124.535,1144,2,591.440,789.280,0.100,6.200,6.201,89.076,16.000
124.535,1144,3,488.560,256.480,-0.100,-5.800,5.801,269.012,16.000
124.642,1145,0,744.100,211.450,5.800,0.100,5.801,0.988,16.000
124.642,1145,1,459.100,258.550,-4.200,-0.100,4.201,181.364,14.000
124.642,1145,2,591.450,789.900,0.100,6.200,6.201,89.076,16.000
124.642,1145,3,488.550,255.900,-0.100,-5.800,5.801,269.012,16.000
124.750,1146,0,744.680,211.460,5.800,0.100,5.801,0.988,16.000
124.750,1146,1,458.680,258.540,-4.200,-0.100,4.201,181.364,14.000
124.750,1146,2,591.460,790.520,0.100,6.200,6.201,89.076,16.000
124.750,1146,3,488.540,255.320,-0.100,-5.800,5.801,269.012,16.000
124.859,1147,0,745.260,211.470,5.800,0.100,5.801,0.988,16.000
124.859,1147,1,458.260,258.530,-4.200,-0.100,4.201,181.364,14.000
124.859,1147,2,591.470,791.140,0.100,6.200,6.201,89.076,16.000
124.859,1147,3,488.530,254.740,-0.100,-5.800,5.801,269.012,16.000
124.968,1148,0,745.840,211.480,5.800,0.100,5.801,0.988,16.000
124.968,1148,1,457.840,258.520,-4.200,-0.100,4.201,181.364,14.000
124.968,1148,2,591.480,791.760,0.100,6.200,6.201,89.076,16.000
124.968,1148,3,488.520,254.160,-0.100,-5.800,5.801,269.012,16.000
125.079,1149,0,746.420,211.490,5.800,0.100,5.801,0.988,16.000
125.079,1149,1,457.420,258.510,-4.200,-0.100,4.201,181.364,14.000
125.079,1149,2,591.490,792.380,0.100,6.200,6.201,89.076,16.000
125.079,1149,3,488.510,253.580,-0.100,-5.800,5.801,269.012,16.000
125.189,1150,0,747.000,211.500,5.800,0.100,5.801,0.988,16.000
125.189,1150,1,457.000,258.500,-4.200,-0.100,4.201,181.364,14.000
125.189,1150,2,591.500,793.000,0.100,6.200,6.201,89.076,16.000
125.189,1150,3,488.500,253.000,-0.100,-5.800,5.801,269.012,16.000
125.298,1151,0,747.580,211.510,5.800,0.100,5.801,0.988,16.000
125.298,1151,1,456.580,258.490,-4.200,-0.100,4.201,181.364,14.000
125.298,1151,2,591.510,793.620,0.100,6.200,6.201,89.076,16.000
125.298,1151,3,488.490,252.420,-0.100,-5.800,5.801,269.012,16.000
125.407,1152,0,748.160,211.520,5.800,0.100,5.801,0.988,16.000
125.407,1152,1,456.160,258.480,-4.200,-0.100,4.201,181.364,14.000
125.407,1152,2,591.520,794.240,0.100,6.200,6.201,89.076,16.000
125.407,1152,3,488.480,251.840,-0.100,-5.800,5.801,269.012,16.000
125.518,1153,0,748.740,211.530,5.800,0.100,5.801,0.988,16.000
125.518,1153,1,455.740,258.470,-4.200,-0.100,4.201,181.364,14.000
125.518,1153,2,591.530,794.860,0.100,6.200,6.201,89.076,16.000
125.518,1153,3,488.470,251.260,-0.100,-5.800,5.801,269.012,16.000
125.626,1154,0,749.320,211.540,5.800,0.100,5.801,0.988,16.000
125.626,1154,1,455.320,258.460,-4.200,-0.100,4.201,181.364,14.000
125.626,1154,2,591.540,795.480,0.100,6.200,6.201,89.076,16.000
125.626,1154,3,488.460,250.680,-0.100,-5.800,5.801,269.012,16.000
125.734,1155,0,749.900,211.550,5.800,0.100,5.801,0.988,16.000
125.734,1155,1,454.900,258.450,-4.200,-0.100,4.201,181.364,14.000
125.734,1155,2,591.550,796.100,0.100,6.200,6.201,89.076,16.000
125.734,1155,3,488.450,250.100,-0.100,-5.800,5.801,269.012,16.000
125.843,1156,0,750.480,211.560,5.800,0.100,5.801,0.988,16.000
125.843,1156,1,454.480,258.440,-4.200,-0.100,4.201,181.364,14.000
125.843,1156,2,591.560,796.720,0.100,6.200,6.201,89.076,16.000
125.843,1156,3,488.440,249.520,-0.100,-5.800,5.801,269.012,16.000
125.952,1157,0,751.060,211.570,5.800,0.100,5.801,0.988,16.000
125.952,1157,1,454.060,258.430,-4.200,-0.100,4.201,181.364,14.000
125.952,1157,2,591.570,797.340,0.100,6.200,6.201,89.076,16.000
125.952,1157,3,488.430,248.940,-0.100,-5.800,5.801,269.012,16.000
126.063,1158,0,751.640,211.580,5.800,0.100,5.801,0.988,16.000
126.063,1158,1,453.640,258.420,-4.200,-0.100,4.201,181.364,14.000
126.063,1158,2,591.580,797.960,0.100,6.200,6.201,89.076,16.000
126.063,1158,3,488.420,248.360,-0.100,-5.800,5.801,269.012,16.000
126.174,1159,0,752.220,211.590,5.800,0.100,5.801,0.988,16.000
126.174,1159,1,453.220,258.410,-4.200,-0.100,4.201,181.364,14.000
126.174,1159,2,591.590,798.580,0.100,6.200,6.201,89.076,16.000
126.174,1159,3,488.410,247.780,-0.100,-5.800,5.801,269.012,16.000
126.282,1160,0,752.800,211.600,5.800,0.100,5.801,0.988,16.000
126.282,1160,1,452.800,258.400,-4.200,-0.100,4.201,181.364,14.000
126.282,1160,2,591.600,799.200,0.100,6.200,6.201,89.076,16.000
126.282,1160,3,488.400,247.200,-0.100,-5.800,5.801,269.012,16.000
126.392,1161,0,753.380,211.610,5.800,0.100,5.801,0.988,16.000
126.392,1161,1,452.380,258.390,-4.200,-0.100,4.201,181.364,14.000
126.392,1161,2,591.610,799.820,0.100,6.200,6.201,89.076,16.000
126.392,1161,3,488.390,246.620,-0.100,-5.800,5.801,269.012,16.000
126.501,1162,0,753.960,211.620,5.800,0.100,5.801,0.988,16.000
126.501,1162,1,451.960,258.380,-4.200,-0.100,4.201,181.364,14.000
126.501,1162,2,591.620,800.440,0.100,6.200,6.201,89.076,16.000
126.501,1162,3,488.380,246.040,-0.100,-5.800,5.801,269.012,16.000
126.609,1163,0,754.540,211.630,5.800,0.100,5.801,0.988,16.000
126.609,1163,1,451.540,258.370,-4.200,-0.100,4.201,181.364,14.000
126.609,1163,2,591.630,801.060,0.100,6.200,6.201,89.076,16.000
126.609,1163,3,488.370,245.460,-0.100,-5.800,5.801,269.012,16.000
126.717,1164,0,755.120,211.640,5.800,0.100,5.801,0.988,16.000
126.717,1164,1,451.120,258.360,-4.200,-0.100,4.201,181.364,14.000
126.717,1164,2,591.640,801.680,0.100,6.200,6.201,89.076,16.000
126.717,1164,3,488.360,244.880,-0.100,-5.800,5.801,269.012,16.000
126.826,1165,0,755.700,211.650,5.800,0.100,5.801,0.988,16.000
126.826,1165,1,450.700,258.350,-4.200,-0.100,4.201,181.364,14.000
126.826,1165,2,591.650,802.300,0.100,6.200,6.201,89.076,16.000
126.826,1165,3,488.350,244.300,-0.100,-5.800,5.801,269.012,16.000
126.936,1166,0,756.280,211.660,5.800,0.100,5.801,0.988,16.000
126.936,1166,1,450.280,258.340,-4.200,-0.100,4.201,181.364,14.000
126.936,1166,2,591.660,802.920,0.100,6.200,6.201,89.076,16.000
126.936,1166,3,488.340,243.720,-0.100,-5.800,5.801,269.012,16.000
127.044,1167,0,756.860,211.670,5.800,0.100,5.801,0.988,16.000
127.044,1167,1,449.860,258.330,-4.200,-0.100,4.201,181.364,14.000
127.044,1167,2,591.670,803.540,0.100,6.200,6.201,89.076,16.000
127.044,1167,3,488.330,243.140,-0.100,-5.800,5.801,269.012,16.000
127.153,1168,0,757.440,211.680,5.800,0.100,5.801,0.988,16.000
127.153,1168,1,449.440,258.320,-4.200,-0.100,4.201,181.364,14.000
127.153,1168,2,591.680,804.160,0.100,6.200,6.201,89.076,16.000
127.153,1168,3,488.320,242.560,-0.100,-5.800,5.801,269.012,16.000
127.262,1169,0,758.020,211.690,5.800,0.100,5.801,0.988,16.000
127.262,1169,1,449.020,258.310,-4.200,-0.100,4.201,181.364,14.000
127.262,1169,2,591.690,804.780,0.100,6.200,6.201,89.076,16.000
127.262,1169,3,488.310,241.980,-0.100,-5.800,5.801,269.012,16.000
127.371,1170,0,758.600,211.700,5.800,0.100,5.801,0.988,16.000
127.371,1170,1,448.600,258.300,-4.200,-0.100,4.201,181.364,14.000
127.371,1170,2,591.700,805.400,0.100,6.200,6.201,89.076,16.000
127.371,1170,3,488.300,241.400,-0.100,-5.800,5.801,269.012,16.000
127.482,1171,0,759.180,211.710,5.800,0.100,5.801,0.988,16.000
127.482,1171,1,448.180,258.290,-4.200,-0.100,4.201,181.364,14.000
127.482,1171,2,591.710,806.020,0.100,6.200,6.201,89.076,16.000
127.482,1171,3,488.290,240.820,-0.100,-5.800,5.801,269.012,16.000
127.593,1172,0,759.760,211.720,5.800,0.100,5.801,0.988,16.000
127.593,1172,1,447.760,258.280,-4.200,-0.100,4.201,181.364,14.000
127.593,1172,2,591.720,806.640,0.100,6.200,6.201,89.076,16.000
127.593,1172,3,488.280,240.240,-0.100,-5.800,5.801,269.012,16.000
127.703,1173,0,760.340,211.730,5.800,0.100,5.801,0.988,16.000
127.703,1173,1,447.340,258.270,-4.200,-0.100,4.201,181.364,14.000
127.703,1173,2,591.730,807.260,0.100,6.200,6.201,89.076,16.000
127.703,1173,3,488.270,239.660,-0.100,-5.800,5.801,269.012,16.000
127.813,1174,0,760.920,211.740,5.800,0.100,5.801,0.988,16.000
127.813,1174,1,446.920,258.260,-4.200,-0.100,4.201,181.364,14.000
127.813,1174,2,591.740,807.880,0.100,6.200,6.201,89.076,16.000
127.813,1174,3,488.260,239.080,-0.100,-5.800,5.801,269.012,16.000
127.921,1175,0,761.500,211.750,5.800,0.100,5.801,0.988,16.000
127.921,1175,1,446.500,258.250,-4.200,-0.100,4.201,181.364,14.000
127.921,1175,2,591.750,808.500,0.100,6.200,6.201,89.076,16.000
127.921,1175,3,488.250,238.500,-0.100,-5.800,5.801,269.012,16.000
128.029,1176,0,762.080,211.760,5.800,0.100,5.801,0.988,16.000
128.029,1176,1,446.080,258.240,-4.200,-0.100,4.201,181.364,14.000
128.029,1176,2,591.760,809.120,0.100,6.200,6.201,89.076,16.000
128.029,1176,3,488.240,237.920,-0.100,-5.800,5.801,269.012,16.000
128.140,1177,0,762.660,211.770,5.800,0.100,5.801,0.988,16.000
128.140,1177,1,445.660,258.230,-4.200,-0.100,4.201,181.364,14.000
128.140,1177,2,591.770,809.740,0.100,6.200,6.201,89.076,16.000
128.140,1177,3,488.230,237.340,-0.100,-5.800,5.801,269.012,16.000
128.250,1178,0,763.240,211.780,5.800,0.100,5.801,0.988,16.000
128.250,1178,1,445.240,258.220,-4.200,-0.100,4.201,181.364,14.000
128.250,1178,2,591.780,810.360,0.100,6.200,6.201,89.076,16.000
128.250,1178,3,488.220,236.760,-0.100,-5.800,5.801,269.012,16.000
128.359,1179,0,763.820,211.790,5.800,0.100,5.801,0.988,16.000
128.359,1179,1,444.820,258.210,-4.200,-0.100,4.201,181.364,14.000
128.359,1179,2,591.790,810.980,0.100,6.200,6.201,89.076,16.000
128.359,1179,3,488.210,236.180,-0.100,-5.800,5.801,269.012,16.000
128.467,1180,0,764.400,211.800,5.800,0.100,5.801,0.988,16.000
128.467,1180,1,444.400,258.200,-4.200,-0.100,4.201,181.364,14.000
128.467,1180,2,591.800,811.600,0.100,6.200,6.201,89.076,16.000
128.467,1180,3,488.200,235.600,-0.100,-5.800,5.801,269.012,16.000
128.575,1181,0,764.980,211.810,5.800,0.100,5.801,0.988,16.000
128.575,1181,1,443.980,258.190,-4.200,-0.100,4.201,181.364,14.000
128.575,1181,2,591.810,812.220,0.100,6.200,6.201,89.076,16.000
128.575,1181,3,488.190,235.020,-0.100,-5.800,5.801,269.012,16.000
128.683,1182,0,765.560,211.820,5.800,0.100,5.801,0.988,16.000
128.683,1182,1,443.560,258.180,-4.200,-0.100,4.201,181.364,14.000
128.683,1182,2,591.820,812.840,0.100,6.200,6.201,89.076,16.000
128.683,1182,3,488.180,234.440,-0.100,-5.800,5.801,269.012,16.000
128.792,1183,0,766.140,211.830,5.800,0.100,5.801,0.988,16.000
128.792,1183,1,443.140,258.170,-4.200,-0.100,4.201,181.364,14.000
128.792,1183,2,591.830,813.460,0.100,6.200,6.201,89.076,16.000
128.792,1183,3,488.170,233.860,-0.100,-5.800,5.801,269.012,16.000
128.900,1184,0,766.720,211.840,5.800,0.100,5.801,0.988,16.000
128.900,1184,1,442.720,258.160,-4.200,-0.100,4.201,181.364,14.000
128.900,1184,2,591.840,814.080,0.100,6.200,6.201,89.076,16.000
128.900,1184,3,488.160,233.280,-0.100,-5.800,5.801,269.012,16.000
129.011,1185,0,767.300,211.850,5.800,0.100,5.801,0.988,16.000
129.011,1185,1,442.300,258.150,-4.200,-0.100,4.201,181.364,14.000
129.011,1185,2,591.850,814.700,0.100,6.200,6.201,89.076,16.000
129.011,1185,3,488.150,232.700,-0.100,-5.800,5.801,269.012,16.000
129.119,1186,0,767.880,211.860,5.800,0.100,5.801,0.988,16.000
129.119,1186,1,441.880,258.140,-4.200,-0.100,4.201,181.364,14.000
129.119,1186,2,591.860,815.320,0.100,6.200,6.201,89.076,16.000
129.119,1186,3,488.140,232.120,-0.100,-5.800,5.801,269.012,16.000
129.230,1187,0,768.460,211.870,5.800,0.100,5.801,0.988,16.000
129.230,1187,1,441.460,258.130,-4.200,-0.100,4.201,181.364,14.000
129.230,1187,2,591.870,815.940,0.100,6.200,6.201,89.076,16.000
129.230,1187,3,488.130,231.540,-0.100,-5.800,5.801,269.012,16.000
129.337,1188,0,769.040,211.880,5.800,0.100,5.801,0.988,16.000
129.337,1188,1,441.040,258.120,-4.200,-0.100,4.201,181.364,14.000
129.337,1188,2,591.880,816.560,0.100,6.200,6.201,89.076,16.000
129.337,1188,3,488.120,230.960,-0.100,-5.800,5.801,269.012,16.000
129.447,1189,0,769.620,211.890,5.800,0.100,5.801,0.988,16.000
129.447,1189,1,440.620,258.110,-4.200,-0.100,4.201,181.364,14.000
129.447,1189,2,591.890,817.180,0.100,6.200,6.201,89.076,16.000
129.447,1189,3,488.110,230.380,-0.100,-5.800,5.801,269.012,16.000
129.557,1190,0,770.200,211.900,5.800,0.100,5.801,0.988,16.000
129.557,1190,1,440.200,258.100,-4.200,-0.100,4.201,181.364,14.000
129.557,1190,2,591.900,817.800,0.100,6.200,6.201,89.076,16.000
129.557,1190,3,488.100,229.800,-0.100,-5.800,5.801,269.012,16.000
129.666,1191,0,770.780,211.910,5.800,0.100,5.801,0.988,16.000
129.666,1191,1,439.780,258.090,-4.200,-0.100,4.201,181.364,14.000
129.666,1191,2,591.910,818.420,0.100,6.200,6.201,89.076,16.000
129.666,1191,3,488.090,229.220,-0.100,-5.800,5.801,269.012,16.000
129.775,1192,0,771.360,211.920,5.800,0.100,5.801,0.988,16.000
129.775,1192,1,439.360,258.080,-4.200,-0.100,4.201,181.364,14.000
129.775,1192,2,591.920,819.040,0.100,6.200,6.201,89.076,16.000
129.775,1192,3,488.080,228.640,-0.100,-5.800,5.801,269.012,16.000
129.884,1193,0,771.940,211.930,5.800,0.100,5.801,0.988,16.000
129.884,1193,1,438.940,258.070,-4.200,-0.100,4.201,181.364,14.000
129.884,1193,2,591.930,819.660,0.100,6.200,6.201,89.076,16.000
129.884,1193,3,488.070,228.060,-0.100,-5.800,5.801,269.012,16.000
129.992,1194,0,772.520,211.940,5.800,0.100,5.801,0.988,16.000
129.992,1194,1,438.520,258.060,-4.200,-0.100,4.201,181.364,14.000
129.992,1194,2,591.940,820.280,0.100,6.200,6.201,89.076,16.000
129.992,1194,3,488.060,227.480,-0.100,-5.800,5.801,269.012,16.000
130.101,1195,0,773.100,211.950,5.800,0.100,5.801,0.988,16.000
130.101,1195,1,438.100,258.050,-4.200,-0.100,4.201,181.364,14.000
130.101,1195,2,591.950,820.900,0.100,6.200,6.201,89.076,16.000
130.101,1195,3,488.050,226.900,-0.100,-5.800,5.801,269.012,16.000
130.211,1196,0,773.680,211.960,5.800,0.100,5.801,0.988,16.000
130.211,1196,1,437.680,258.040,-4.200,-0.100,4.201,181.364,14.000
130.211,1196,2,591.960,821.520,0.100,6.200,6.201,89.076,16.000
130.211,1196,3,488.040,226.320,-0.100,-5.800,5.801,269.012,16.000
130.320,1197,0,774.260,211.970,5.800,0.100,5.801,0.988,16.000
130.320,1197,1,437.260,258.030,-4.200,-0.100,4.201,181.364,14.000
130.320,1197,2,591.970,822.140,0.100,6.200,6.201,89.076,16.000
130.320,1197,3,488.030,225.740,-0.100,-5.800,5.801,269.012,16.000
130.429,1198,0,774.840,211.980,5.800,0.100,5.801,0.988,16.000
130.429,1198,1,436.840,258.020,-4.200,-0.100,4.201,181.364,14.000
130.429,1198,2,591.980,822.760,0.100,6.200,6.201,89.076,16.000
130.429,1198,3,488.020,225.160,-0.100,-5.800,5.801,269.012,16.000
130.537,1199,0,775.420,211.990,5.800,0.100,5.801,0.988,16.000
130.537,1199,1,436.420,258.010,-4.200,-0.100,4.201,181.364,14.000
130.537,1199,2,591.990,823.380,0.100,6.200,6.201,89.076,16.000
130.537,1199,3,488.010,224.580,-0.100,-5.800,5.801,269.012,16.000
130.644,1200,0,776.000,212.000,5.800,0.100,5.801,0.988,16.000
130.644,1200,1,436.000,258.000,-4.200,-0.100,4.201,181.364,14.000
130.644,1200,2,592.000,824.000,0.100,6.200,6.201,89.076,16.000
130.644,1200,3,488.000,224.000,-0.100,-5.800,5.801,269.012,16.000
130.754,1201,0,776.580,212.010,5.800,0.100,5.801,0.988,16.000
130.754,1201,1,435.580,257.990,-4.200,-0.100,4.201,181.364,14.000
130.754,1201,2,592.010,824.620,0.100,6.200,6.201,89.076,16.000
130.754,1201,3,487.990,223.420,-0.100,-5.800,5.801,269.012,16.000
130.863,1202,0,777.160,212.020,5.800,0.100,5.801,0.988,16.000
130.863,1202,1,435.160,257.980,-4.200,-0.100,4.201,181.364,14.000
130.863,1202,2,592.020,825.240,0.100,6.200,6.201,89.076,16.000
130.863,1202,3,487.980,222.840,-0.100,-5.800,5.801,269.012,16.000
130.972,1203,0,777.740,212.030,5.800,0.100,5.801,0.988,16.000
130.972,1203,1,434.740,257.970,-4.200,-0.100,4.201,181.364,14.000
130.972,1203,2,592.030,825.860,0.100,6.200,6.201,89.076,16.000
130.972,1203,3,487.970,222.260,-0.100,-5.800,5.801,269.012,16.000
131.081,1204,0,778.320,212.040,5.800,0.100,5.801,0.988,16.000
131.081,1204,1,434.320,257.960,-4.200,-0.100,4.201,181.364,14.000
131.081,1204,2,592.040,826.480,0.100,6.200,6.201,89.076,16.000
131.081,1204,3,487.960,221.680,-0.100,-5.800,5.801,269.012,16.000
131.190,1205,0,778.900,212.050,5.800,0.100,5.801,0.988,16.000
131.190,1205,1,433.900,257.950,-4.200,-0.100,4.201,181.364,14.000
131.190,1205,2,592.050,827.100,0.100,6.200,6.201,89.076,16.000
131.190,1205,3,487.950,221.100,-0.100,-5.800,5.801,269.012,16.000
131.301,1206,0,779.480,212.060,5.800,0.100,5.801,0.988,16.000
131.301,1206,1,433.480,257.940,-4.200,-0.100,4.201,181.364,14.000
131.301,1206,2,592.060,827.720,0.100,6.200,6.201,89.076,16.000
131.301,1206,3,487.940,220.520,-0.100,-5.800,5.801,269.012,16.000
131.410,1207,0,780.060,212.070,5.800,0.100,5.801,0.988,16.000
131.410,1207,1,433.060,257.930,-4.200,-0.100,4.201,181.364,14.000
131.410,1207,2,592.070,828.340,0.100,6.200,6.201,89.076,16.000
131.410,1207,3,487.930,219.940,-0.100,-5.800,5.801,269.012,16.000
131.519,1208,0,780.640,212.080,5.800,0.100,5.801,0.988,16.000
131.519,1208,1,432.640,257.920,-4.200,-0.100,4.201,181.364,14.000
131.519,1208,2,592.080,828.960,0.100,6.200,6.201,89.076,16.000
131.519,1208,3,487.920,219.360,-0.100,-5.800,5.801,269.012,16.000
131.627,1209,0,781.220,212.090,5.800,0.100,5.801,0.988,16.000
131.627,1209,1,432.220,257.910,-4.200,-0.100,4.201,181.364,14.000
131.627,1209,2,592.090,829.580,0.100,6.200,6.201,89.076,16.000
131.627,1209,3,487.910,218.780,-0.100,-5.800,5.801,269.012,16.000
131.735,1210,0,781.800,212.100,5.800,0.100,5.801,0.988,16.000
131.735,1210,1,431.800,257.900,-4.200,-0.100,4.201,181.364,14.000
131.735,1210,2,592.100,830.200,0.100,6.200,6.201,89.076,16.000
131.735,1210,3,487.900,218.200,-0.100,-5.800,5.801,269.012,16.000
131.842,1211,0,782.380,212.110,5.800,0.100,5.801,0.988,16.000
131.842,1211,1,431.380,257.890,-4.200,-0.100,4.201,181.364,14.000
131.842,1211,2,592.110,830.820,0.100,6.200,6.201,89.076,16.000
131.842,1211,3,487.890,217.620,-0.100,-5.800,5.801,269.012,16.000
131.952,1212,0,782.960,212.120,5.800,0.100,5.801,0.988,16.000
131.952,1212,1,430.960,257.880,-4.200,-0.100,4.201,181.364,14.000
131.952,1212,2,592.120,831.440,0.100,6.200,6.201,89.076,16.000
131.952,1212,3,487.880,217.040,-0.100,-5.800,5.801,269.012,16.000
132.061,1213,0,783.540,212.130,5.800,0.100,5.801,0.988,16.000
132.061,1213,1,430.540,257.870,-4.200,-0.100,4.201,181.364,14.000
132.061,1213,2,592.130,832.060,0.100,6.200,6.201,89.076,16.000
132.061,1213,3,487.870,216.460,-0.100,-5.800,5.801,269.012,16.000
132.170,1214,0,784.120,212.140,5.800,0.100,5.801,0.988,16.000
132.170,1214,1,430.120,257.860,-4.200,-0.100,4.201,181.364,14.000
132.170,1214,2,592.140,832.680,0.100,6.200,6.201,89.076,16.000
132.170,1214,3,487.860,215.880,-0.100,-5.800,5.801,269.012,16.000
132.278,1215,0,784.700,212.150,5.800,0.100,5.801,0.988,16.000
132.278,1215,1,429.700,257.850,-4.200,-0.100,4.201,181.364,14.000
132.278,1215,2,592.150,833.300,0.100,6.200,6.201,89.076,16.000
132.278,1215,3,487.850,215.300,-0.100,-5.800,5.801,269.012,16.000
132.387,1216,0,785.280,212.160,5.800,0.100,5.801,0.988,16.000
132.387,1216,1,429.280,257.840,-4.200,-0.100,4.201,181.364,14.000
132.387,1216,2,592.160,833.920,0.100,6.200,6.201,89.076,16.000
132.387,1216,3,487.840,214.720,-0.100,-5.800,5.801,269.012,16.000
132.495,1217,0,785.860,212.170,5.800,0.100,5.801,0.988,16.000
132.495,1217,1,428.860,257.830,-4.200,-0.100,4.201,181.364,14.000
132.495,1217,2,592.170,834.540,0.100,6.200,6.201,89.076,16.000
132.495,1217,3,487.830,214.140,-0.100,-5.800,5.801,269.012,16.000
132.603,1218,0,786.440,212.180,5.800,0.100,5.801,0.988,16.000
132.603,1218,1,428.440,257.820,-4.200,-0.100,4.201,181.364,14.000
132.603,1218,2,592.180,835.160,0.100,6.200,6.201,89.076,16.000
132.603,1218,3,487.820,213.560,-0.100,-5.800,5.801,269.012,16.000
132.713,1219,0,787.020,212.190,5.800,0.100,5.801,0.988,16.000
132.713,1219,1,428.020,257.810,-4.200,-0.100,4.201,181.364,14.000
132.713,1219,2,592.190,835.780,0.100,6.200,6.201,89.076,16.000
132.713,1219,3,487.810,212.980,-0.100,-5.800,5.801,269.012,16.000
132.822,1220,0,787.600,212.200,5.800,0.100,5.801,0.988,16.000
132.822,1220,1,427.600,257.800,-4.200,-0.100,4.201,181.364,14.000
132.822,1220,2,592.200,836.400,0.100,6.200,6.201,89.076,16.000
132.822,1220,3,487.800,212.400,-0.100,-5.800,5.801,269.012,16.000
132.930,1221,0,788.180,212.210,5.800,0.100,5.801,0.988,16.000
132.930,1221,1,427.180,257.790,-4.200,-0.100,4.201,181.364,14.000
132.930,1221,2,592.210,837.020,0.100,6.200,6.201,89.076,16.000
132.930,1221,3,487.790,211.820,-0.100,-5.800,5.801,269.012,16.000
133.040,1222,0,788.760,212.220,5.800,0.100,5.801,0.988,16.000
133.040,1222,1,426.760,257.780,-4.200,-0.100,4.201,181.364,14.000
133.040,1222,2,592.220,837.640,0.100,6.200,6.201,89.076,16.000
133.040,1222,3,487.780,211.240,-0.100,-5.800,5.801,269.012,16.000
