t_wall_s,step,obs_id,x_m,y_m,vx_mps,vy_mps,speed_mps,course_deg,radius_m
44.759,412,1,766.960,265.880,-4.200,-0.100,4.201,181.364,14.000
44.759,412,2,584.120,335.440,0.100,6.200,6.201,89.076,16.000
44.759,412,3,495.880,681.040,-0.100,-5.800,5.801,269.012,16.000
44.866,413,0,319.540,204.130,5.800,0.100,5.801,0.988,16.000
44.866,413,1,766.540,265.870,-4.200,-0.100,4.201,181.364,14.000
44.866,413,2,584.130,336.060,0.100,6.200,6.201,89.076,16.000
44.866,413,3,495.870,680.460,-0.100,-5.800,5.801,269.012,16.000
44.977,414,0,320.120,204.140,5.800,0.100,5.801,0.988,16.000
44.977,414,1,766.120,265.860,-4.200,-0.100,4.201,181.364,14.000
44.977,414,2,584.140,336.680,0.100,6.200,6.201,89.076,16.000
44.977,414,3,495.860,679.880,-0.100,-5.800,5.801,269.012,16.000
45.086,415,0,320.700,204.150,5.800,0.100,5.801,0.988,16.000
45.086,415,1,765.700,265.850,-4.200,-0.100,4.201,181.364,14.000
45.086,415,2,584.150,337.300,0.100,6.200,6.201,89.076,16.000
45.086,415,3,495.850,679.300,-0.100,-5.800,5.801,269.012,16.000
45.194,416,0,321.280,204.160,5.800,0.100,5.801,0.988,16.000
45.194,416,1,765.280,265.840,-4.200,-0.100,4.201,181.364,14.000
45.194,416,2,584.160,337.920,0.100,6.200,6.201,89.076,16.000
45.194,416,3,495.840,678.720,-0.100,-5.800,5.801,269.012,16.000
45.302,417,0,321.860,204.170,5.800,0.100,5.801,0.988,16.000
45.302,417,1,764.860,265.830,-4.200,-0.100,4.201,181.364,14.000
45.302,417,2,584.170,338.540,0.100,6.200,6.201,89.076,16.000
45.302,417,3,495.830,678.140,-0.100,-5.800,5.801,269.012,16.000
45.411,418,0,322.440,204.180,5.800,0.100,5.801,0.988,16.000
45.411,418,1,764.440,265.820,-4.200,-0.100,4.201,181.364,14.000
45.411,418,2,584.180,339.160,0.100,6.200,6.201,89.076,16.000
45.411,418,3,495.820,677.560,-0.100,-5.800,5.801,269.012,16.000
45.518,419,0,323.020,204.190,5.800,0.100,5.801,0.988,16.000
45.518,419,1,764.020,265.810,-4.200,-0.100,4.201,181.364,14.000
45.518,419,2,584.190,339.780,0.100,6.200,6.201,89.076,16.000
45.518,419,3,495.810,676.980,-0.100,-5.800,5.801,269.012,16.000
45.627,420,0,323.600,204.200,5.800,0.100,5.801,0.988,16.000
45.627,420,1,763.600,265.800,-4.200,-0.100,4.201,181.364,14.000
45.627,420,2,584.200,340.400,0.100,6.200,6.201,89.076,16.000
45.627,420,3,495.800,676.400,-0.100,-5.800,5.801,269.012,16.000
45.735,421,0,324.180,204.210,5.800,0.100,5.801,0.988,16.000
45.735,421,1,763.180,265.790,-4.200,-0.100,4.201,181.364,14.000
45.735,421,2,584.210,341.020,0.100,6.200,6.201,89.076,16.000
45.735,421,3,495.790,675.820,-0.100,-5.800,5.801,269.012,16.000
45.844,422,0,324.760,204.220,5.800,0.100,5.801,0.988,16.000
45.844,422,1,762.760,265.780,-4.200,-0.100,4.201,181.364,14.000
45.844,422,2,584.220,341.640,0.100,6.200,6.201,89.076,16.000
45.844,422,3,495.780,675.240,-0.100,-5.800,5.801,269.012,16.000
45.954,423,0,325.340,204.230,5.800,0.100,5.801,0.988,16.000
45.954,423,1,762.340,265.770,-4.200,-0.100,4.201,181.364,14.000
45.954,423,2,584.230,342.260,0.100,6.200,6.201,89.076,16.000
45.954,423,3,495.770,674.660,-0.100,-5.800,5.801,269.012,16.000
46.063,424,0,325.920,204.240,5.800,0.100,5.801,0.988,16.000
46.063,424,1,761.920,265.760,-4.200,-0.100,4.201,181.364,14.000
46.063,424,2,584.240,342.880,0.100,6.200,6.201,89.076,16.000
46.063,424,3,495.760,674.080,-0.100,-5.800,5.801,269.012,16.000
46.174,425,0,326.500,204.250,5.800,0.100,5.801,0.988,16.000
46.174,425,1,761.500,265.750,-4.200,-0.100,4.201,181.364,14.000
46.174,425,2,584.250,343.500,0.100,6.200,6.201,89.076,16.000
46.174,425,3,495.750,673.500,-0.100,-5.800,5.801,269.012,16.000
46.285,426,0,327.080,204.260,5.800,0.100,5.801,0.988,16.000
46.285,426,1,761.080,265.740,-4.200,-0.100,4.201,181.364,14.000
46.285,426,2,584.260,344.120,0.100,6.200,6.201,89.076,16.000
46.285,426,3,495.740,672.920,-0.100,-5.800,5.801,269.012,16.000
46.394,427,0,327.660,204.270,5.800,0.100,5.801,0.988,16.000
46.394,427,1,760.660,265.730,-4.200,-0.100,4.201,181.364,14.000
46.394,427,2,584.270,344.740,0.100,6.200,6.201,89.076,16.000
46.394,427,3,495.730,672.340,-0.100,-5.800,5.801,269.012,16.000
46.502,428,0,328.240,204.280,5.800,0.100,5.801,0.988,16.000
46.502,428,1,760.240,265.720,-4.200,-0.100,4.201,181.364,14.000
46.502,428,2,584.280,345.360,0.100,6.200,6.201,89.076,16.000
46.502,428,3,495.720,671.760,-0.100,-5.800,5.801,269.012,16.000
46.611,429,0,328.820,204.290,5.800,0.100,5.801,0.988,16.000
46.611,429,1,759.820,265.710,-4.200,-0.100,4.201,181.364,14.000
46.611,429,2,584.290,345.980,0.100,6.200,6.201,89.076,16.000
46.611,429,3,495.710,671.180,-0.100,-5.800,5.801,269.012,16.000
46.721,430,0,329.400,204.300,5.800,0.100,5.801,0.988,16.000
46.721,430,1,759.400,265.700,-4.200,-0.100,4.201,181.364,14.000
46.721,430,2,584.300,346.600,0.100,6.200,6.201,89.076,16.000
46.721,430,3,495.700,670.600,-0.100,-5.800,5.801,269.012,16.000
46.830,431,0,329.980,204.310,5.800,0.100,5.801,0.988,16.000
46.830,431,1,758.980,265.690,-4.200,-0.100,4.201,181.364,14.000
46.830,431,2,584.310,347.220,0.100,6.200,6.201,89.076,16.000
46.830,431,3,495.690,670.020,-0.100,-5.800,5.801,269.012,16.000
46.938,432,0,330.560,204.320,5.800,0.100,5.801,0.988,16.000
46.938,432,1,758.560,265.680,-4.200,-0.100,4.201,181.364,14.000
46.938,432,2,584.320,347.840,0.100,6.200,6.201,89.076,16.000
46.938,432,3,495.680,669.440,-0.100,-5.800,5.801,269.012,16.000
47.049,433,0,331.140,204.330,5.800,0.100,5.801,0.988,16.000
47.049,433,1,758.140,265.670,-4.200,-0.100,4.201,181.364,14.000
47.049,433,2,584.330,348.460,0.100,6.200,6.201,89.076,16.000
47.049,433,3,495.670,668.860,-0.100,-5.800,5.801,269.012,16.000
47.161,434,0,331.720,204.340,5.800,0.100,5.801,0.988,16.000
47.161,434,1,757.720,265.660,-4.200,-0.100,4.201,181.364,14.000
47.161,434,2,584.340,349.080,0.100,6.200,6.201,89.076,16.000
47.161,434,3,495.660,668.280,-0.100,-5.800,5.801,269.012,16.000
47.270,435,0,332.300,204.350,5.800,0.100,5.801,0.988,16.000
47.270,435,1,757.300,265.650,-4.200,-0.100,4.201,181.364,14.000
47.270,435,2,584.350,349.700,0.100,6.200,6.201,89.076,16.000
47.270,435,3,495.650,667.700,-0.100,-5.800,5.801,269.012,16.000
47.378,436,0,332.880,204.360,5.800,0.100,5.801,0.988,16.000
47.378,436,1,756.880,265.640,-4.200,-0.100,4.201,181.364,14.000
47.378,436,2,584.360,350.320,0.100,6.200,6.201,89.076,16.000
47.378,436,3,495.640,667.120,-0.100,-5.800,5.801,269.012,16.000
47.485,437,0,333.460,204.370,5.800,0.100,5.801,0.988,16.000
47.485,437,1,756.460,265.630,-4.200,-0.100,4.201,181.364,14.000
47.485,437,2,584.370,350.940,0.100,6.200,6.201,89.076,16.000
47.485,437,3,495.630,666.540,-0.100,-5.800,5.801,269.012,16.000
47.595,438,0,334.040,204.380,5.800,0.100,5.801,0.988,16.000
47.595,438,1,756.040,265.620,-4.200,-0.100,4.201,181.364,14.000
47.595,438,2,584.380,351.560,0.100,6.200,6.201,89.076,16.000
47.595,438,3,495.620,665.960,-0.100,-5.800,5.801,269.012,16.000
47.703,439,0,334.620,204.390,5.800,0.100,5.801,0.988,16.000
47.703,439,1,755.620,265.610,-4.200,-0.100,4.201,181.364,14.000
47.703,439,2,584.390,352.180,0.100,6.200,6.201,89.076,16.000
47.703,439,3,495.610,665.380,-0.100,-5.800,5.801,269.012,16.000
47.813,440,0,335.200,204.400,5.800,0.100,5.801,0.988,16.000
47.813,440,1,755.200,265.600,-4.200,-0.100,4.201,181.364,14.000
47.813,440,2,584.400,352.800,0.100,6.200,6.201,89.076,16.000
47.813,440,3,495.600,664.800,-0.100,-5.800,5.801,269.012,16.000
47.923,441,0,335.780,204.410,5.800,0.100,5.801,0.988,16.000
47.923,441,1,754.780,265.590,-4.200,-0.100,4.201,181.364,14.000
47.923,441,2,584.410,353.420,0.100,6.200,6.201,89.076,16.000
47.923,441,3,495.590,664.220,-0.100,-5.800,5.801,269.012,16.000
48.031,442,0,336.360,204.420,5.800,0.100,5.801,0.988,16.000
48.031,442,1,754.360,265.580,-4.200,-0.100,4.201,181.364,14.000
48.031,442,2,584.420,354.040,0.100,6.200,6.201,89.076,16.000
48.031,442,3,495.580,663.640,-0.100,-5.800,5.801,269.012,16.000
48.140,443,0,336.940,204.430,5.800,0.100,5.801,0.988,16.000
48.140,443,1,753.940,265.570,-4.200,-0.100,4.201,181.364,14.000
48.140,443,2,584.430,354.660,0.100,6.200,6.201,89.076,16.000
48.140,443,3,495.570,663.060,-0.100,-5.800,5.801,269.012,16.000
48.250,444,0,337.520,204.440,5.800,0.100,5.801,0.988,16.000
48.250,444,1,753.520,265.560,-4.200,-0.100,4.201,181.364,14.000
48.250,444,2,584.440,355.280,0.100,6.200,6.201,89.076,16.000
48.250,444,3,495.560,662.480,-0.100,-5.800,5.801,269.012,16.000
48.360,445,0,338.100,204.450,5.800,0.100,5.801,0.988,16.000
48.360,445,1,753.100,265.550,-4.200,-0.100,4.201,181.364,14.000
48.360,445,2,584.450,355.900,0.100,6.200,6.201,89.076,16.000
48.360,445,3,495.550,661.900,-0.100,-5.800,5.801,269.012,16.000
48.470,446,0,338.680,204.460,5.800,0.100,5.801,0.988,16.000
48.470,446,1,752.680,265.540,-4.200,-0.100,4.201,181.364,14.000
48.470,446,2,584.460,356.520,0.100,6.200,6.201,89.076,16.000
48.470,446,3,495.540,661.320,-0.100,-5.800,5.801,269.012,16.000
48.580,447,0,339.260,204.470,5.800,0.100,5.801,0.988,16.000
48.580,447,1,752.260,265.530,-4.200,-0.100,4.201,181.364,14.000
48.580,447,2,584.470,357.140,0.100,6.200,6.201,89.076,16.000
48.580,447,3,495.530,660.740,-0.100,-5.800,5.801,269.012,16.000
48.688,448,0,339.840,204.480,5.800,0.100,5.801,0.988,16.000
48.688,448,1,751.840,265.520,-4.200,-0.100,4.201,181.364,14.000
48.688,448,2,584.480,357.760,0.100,6.200,6.201,89.076,16.000
48.688,448,3,495.520,660.160,-0.100,-5.800,5.801,269.012,16.000
48.797,449,0,340.420,204.490,5.800,0.100,5.801,0.988,16.000
48.797,449,1,751.420,265.510,-4.200,-0.100,4.201,181.364,14.000
48.797,449,2,584.490,358.380,0.100,6.200,6.201,89.076,16.000
48.797,449,3,495.510,659.580,-0.100,-5.800,5.801,269.012,16.000
48.905,450,0,341.000,204.500,5.800,0.100,5.801,0.988,16.000
48.905,450,1,751.000,265.500,-4.200,-0.100,4.201,181.364,14.000
48.905,450,2,584.500,359.000,0.100,6.200,6.201,89.076,16.000
48.905,450,3,495.500,659.000,-0.100,-5.800,5.801,269.012,16.000
49.015,451,0,341.580,204.510,5.800,0.100,5.801,0.988,16.000
49.015,451,1,750.580,265.490,-4.200,-0.100,4.201,181.364,14.000
49.015,451,2,584.510,359.620,0.100,6.200,6.201,89.076,16.000
49.015,451,3,495.490,658.420,-0.100,-5.800,5.801,269.012,16.000
49.124,452,0,342.160,204.520,5.800,0.100,5.801,0.988,16.000
49.124,452,1,750.160,265.480,-4.200,-0.100,4.201,181.364,14.000
49.124,452,2,584.520,360.240,0.100,6.200,6.201,89.076,16.000
49.124,452,3,495.480,657.840,-0.100,-5.800,5.801,269.012,16.000
49.233,453,0,342.740,204.530,5.800,0.100,5.801,0.988,16.000
49.233,453,1,749.740,265.470,-4.200,-0.100,4.201,181.364,14.000
49.233,453,2,584.530,360.860,0.100,6.200,6.201,89.076,16.000
49.233,453,3,495.470,657.260,-0.100,-5.800,5.801,269.012,16.000
49.342,454,0,343.320,204.540,5.800,0.100,5.801,0.988,16.000
49.342,454,1,749.320,265.460,-4.200,-0.100,4.201,181.364,14.000
49.342,454,2,584.540,361.480,0.100,6.200,6.201,89.076,16.000
49.342,454,3,495.460,656.680,-0.100,-5.800,5.801,269.012,16.000
49.452,455,0,343.900,204.550,5.800,0.100,5.801,0.988,16.000
49.452,455,1,748.900,265.450,-4.200,-0.100,4.201,181.364,14.000
49.452,455,2,584.550,362.100,0.100,6.200,6.201,89.076,16.000
49.452,455,3,495.450,656.100,-0.100,-5.800,5.801,269.012,16.000
49.560,456,0,344.480,204.560,5.800,0.100,5.801,0.988,16.000
49.560,456,1,748.480,265.440,-4.200,-0.100,4.201,181.364,14.000
49.560,456,2,584.560,362.720,0.100,6.200,6.201,89.076,16.000
49.560,456,3,495.440,655.520,-0.100,-5.800,5.801,269.012,16.000
49.669,457,0,345.060,204.570,5.800,0.100,5.801,0.988,16.000
49.669,457,1,748.060,265.430,-4.200,-0.100,4.201,181.364,14.000
49.669,457,2,584.570,363.340,0.100,6.200,6.201,89.076,16.000
49.669,457,3,495.430,654.940,-0.100,-5.800,5.801,269.012,16.000
49.777,458,0,345.640,204.580,5.800,0.100,5.801,0.988,16.000
49.777,458,1,747.640,265.420,-4.200,-0.100,4.201,181.364,14.000
49.777,458,2,584.580,363.960,0.100,6.200,6.201,89.076,16.000
49.777,458,3,495.420,654.360,-0.100,-5.800,5.801,269.012,16.000
49.888,459,0,346.220,204.590,5.800,0.100,5.801,0.988,16.000
49.888,459,1,747.220,265.410,-4.200,-0.100,4.201,181.364,14.000
49.888,459,2,584.590,364.580,0.100,6.200,6.201,89.076,16.000
49.888,459,3,495.410,653.780,-0.100,-5.800,5.801,269.012,16.000
49.998,460,0,346.800,204.600,5.800,0.100,5.801,0.988,16.000
49.998,460,1,746.800,265.400,-4.200,-0.100,4.201,181.364,14.000
49.998,460,2,584.600,365.200,0.100,6.200,6.201,89.076,16.000
49.998,460,3,495.400,653.200,-0.100,-5.800,5.801,269.012,16.000
50.108,461,0,347.380,204.610,5.800,0.100,5.801,0.988,16.000
50.108,461,1,746.380,265.390,-4.200,-0.100,4.201,181.364,14.000
50.108,461,2,584.610,365.820,0.100,6.200,6.201,89.076,16.000
50.108,461,3,495.390,652.620,-0.100,-5.800,5.801,269.012,16.000
50.216,462,0,347.960,204.620,5.800,0.100,5.801,0.988,16.000
50.216,462,1,745.960,265.380,-4.200,-0.100,4.201,181.364,14.000
50.216,462,2,584.620,366.440,0.100,6.200,6.201,89.076,16.000
50.216,462,3,495.380,652.040,-0.100,-5.800,5.801,269.012,16.000
50.326,463,0,348.540,204.630,5.800,0.100,5.801,0.988,16.000
50.326,463,1,745.540,265.370,-4.200,-0.100,4.201,181.364,14.000
50.326,463,2,584.630,367.060,0.100,6.200,6.201,89.076,16.000
50.326,463,3,495.370,651.460,-0.100,-5.800,5.801,269.012,16.000
50.434,464,0,349.120,204.640,5.800,0.100,5.801,0.988,16.000
50.434,464,1,745.120,265.360,-4.200,-0.100,4.201,181.364,14.000
50.434,464,2,584.640,367.680,0.100,6.200,6.201,89.076,16.000
50.434,464,3,495.360,650.880,-0.100,-5.800,5.801,269.012,16.000
50.541,465,0,349.700,204.650,5.800,0.100,5.801,0.988,16.000
50.541,465,1,744.700,265.350,-4.200,-0.100,4.201,181.364,14.000
50.541,465,2,584.650,368.300,0.100,6.200,6.201,89.076,16.000
50.541,465,3,495.350,650.300,-0.100,-5.800,5.801,269.012,16.000
50.650,466,0,350.280,204.660,5.800,0.100,5.801,0.988,16.000
50.650,466,1,744.280,265.340,-4.200,-0.100,4.201,181.364,14.000
50.650,466,2,584.660,368.920,0.100,6.200,6.201,89.076,16.000
50.650,466,3,495.340,649.720,-0.100,-5.800,5.801,269.012,16.000
50.758,467,0,350.860,204.670,5.800,0.100,5.801,0.988,16.000
50.758,467,1,743.860,265.330,-4.200,-0.100,4.201,181.364,14.000
50.758,467,2,584.670,369.540,0.100,6.200,6.201,89.076,16.000
50.758,467,3,495.330,649.140,-0.100,-5.800,5.801,269.012,16.000
50.867,468,0,351.440,204.680,5.800,0.100,5.801,0.988,16.000
50.867,468,1,743.440,265.320,-4.200,-0.100,4.201,181.364,14.000
50.867,468,2,584.680,370.160,0.100,6.200,6.201,89.076,16.000
50.867,468,3,495.320,648.560,-0.100,-5.800,5.801,269.012,16.000
50.975,469,0,352.020,204.690,5.800,0.100,5.801,0.988,16.000
50.975,469,1,743.020,265.310,-4.200,-0.100,4.201,181.364,14.000
50.975,469,2,584.690,370.780,0.100,6.200,6.201,89.076,16.000
50.975,469,3,495.310,647.980,-0.100,-5.800,5.801,269.012,16.000
51.086,470,0,352.600,204.700,5.800,0.100,5.801,0.988,16.000
51.086,470,1,742.600,265.300,-4.200,-0.100,4.201,181.364,14.000
51.086,470,2,584.700,371.400,0.100,6.200,6.201,89.076,16.000
51.086,470,3,495.300,647.400,-0.100,-5.800,5.801,269.012,16.000
51.193,471,0,353.180,204.710,5.800,0.100,5.801,0.988,16.000
51.193,471,1,742.180,265.290,-4.200,-0.100,4.201,181.364,14.000
51.193,471,2,584.710,372.020,0.100,6.200,6.201,89.076,16.000
51.193,471,3,495.290,646.820,-0.100,-5.800,5.801,269.012,16.000
51.303,472,0,353.760,204.720,5.800,0.100,5.801,0.988,16.000
51.303,472,1,741.760,265.280,-4.200,-0.100,4.201,181.364,14.000
51.303,472,2,584.720,372.640,0.100,6.200,6.201,89.076,16.000
51.303,472,3,495.280,646.240,-0.100,-5.800,5.801,269.012,16.000
51.412,473,0,354.340,204.730,5.800,0.100,5.801,0.988,16.000
51.412,473,1,741.340,265.270,-4.200,-0.100,4.201,181.364,14.000
51.412,473,2,584.730,373.260,0.100,6.200,6.201,89.076,16.000
51.412,473,3,495.270,645.660,-0.100,-5.800,5.801,269.012,16.000
51.520,474,0,354.920,204.740,5.800,0.100,5.801,0.988,16.000
51.520,474,1,740.920,265.260,-4.200,-0.100,4.201,181.364,14.000
51.520,474,2,584.740,373.880,0.100,6.200,6.201,89.076,16.000
51.520,474,3,495.260,645.080,-0.100,-5.800,5.801,269.012,16.000
51.630,475,0,355.500,204.750,5.800,0.100,5.801,0.988,16.000
51.630,475,1,740.500,265.250,-4.200,-0.100,4.201,181.364,14.000
51.630,475,2,584.750,374.500,0.100,6.200,6.201,89.076,16.000
51.630,475,3,495.250,644.500,-0.100,-5.800,5.801,269.012,16.000
51.740,476,0,356.080,204.760,5.800,0.100,5.801,0.988,16.000
51.740,476,1,740.080,265.240,-4.200,-0.100,4.201,181.364,14.000
51.740,476,2,584.760,375.120,0.100,6.200,6.201,89.076,16.000
51.740,476,3,495.240,643.920,-0.100,-5.800,5.801,269.012,16.000
51.846,477,0,356.660,204.770,5.800,0.100,5.801,0.988,16.000
51.846,477,1,739.660,265.230,-4.200,-0.100,4.201,181.364,14.000
51.846,477,2,584.770,375.740,0.100,6.200,6.201,89.076,16.000
51.846,477,3,495.230,643.340,-0.100,-5.800,5.801,269.012,16.000
51.955,478,0,357.240,204.780,5.800,0.100,5.801,0.988,16.000
51.955,478,1,739.240,265.220,-4.200,-0.100,4.201,181.364,14.000
51.955,478,2,584.780,376.360,0.100,6.200,6.201,89.076,16.000
51.955,478,3,495.220,642.760,-0.100,-5.800,5.801,269.012,16.000
52.064,479,0,357.820,204.790,5.800,0.100,5.801,0.988,16.000
52.064,479,1,738.820,265.210,-4.200,-0.100,4.201,181.364,14.000
52.064,479,2,584.790,376.980,0.100,6.200,6.201,89.076,16.000
52.064,479,3,495.210,642.180,-0.100,-5.800,5.801,269.012,16.000
52.172,480,0,358.400,204.800,5.800,0.100,5.801,0.988,16.000
52.172,480,1,738.400,265.200,-4.200,-0.100,4.201,181.364,14.000
52.172,480,2,584.800,377.600,0.100,6.200,6.201,89.076,16.000
52.172,480,3,495.200,641.600,-0.100,-5.800,5.801,269.012,16.000
52.281,481,0,358.980,204.810,5.800,0.100,5.801,0.988,16.000
52.281,481,1,737.980,265.190,-4.200,-0.100,4.201,181.364,14.000
52.281,481,2,584.810,378.220,0.100,6.200,6.201,89.076,16.000
52.281,481,3,495.190,641.020,-0.100,-5.800,5.801,269.012,16.000
52.390,482,0,359.560,204.820,5.800,0.100,5.801,0.988,16.000
52.390,482,1,737.560,265.180,-4.200,-0.100,4.201,181.364,14.000
52.390,482,2,584.820,378.840,0.100,6.200,6.201,89.076,16.000
52.390,482,3,495.180,640.440,-0.100,-5.800,5.801,269.012,16.000
52.498,483,0,360.140,204.830,5.800,0.100,5.801,0.988,16.000
52.498,483,1,737.140,265.170,-4.200,-0.100,4.201,181.364,14.000
52.498,483,2,584.830,379.460,0.100,6.200,6.201,89.076,16.000
52.498,483,3,495.170,639.860,-0.100,-5.800,5.801,269.012,16.000
52.610,484,0,360.720,204.840,5.800,0.100,5.801,0.988,16.000
52.610,484,1,736.720,265.160,-4.200,-0.100,4.201,181.364,14.000
52.610,484,2,584.840,380.080,0.100,6.200,6.201,89.076,16.000
52.610,484,3,495.160,639.280,-0.100,-5.800,5.801,269.012,16.000
52.719,485,0,361.300,204.850,5.800,0.100,5.801,0.988,16.000
52.719,485,1,736.300,265.150,-4.200,-0.100,4.201,181.364,14.000
52.719,485,2,584.850,380.700,0.100,6.200,6.201,89.076,16.000
52.719,485,3,495.150,638.700,-0.100,-5.800,5.801,269.012,16.000
52.829,486,0,361.880,204.860,5.800,0.100,5.801,0.988,16.000
52.829,486,1,735.880,265.140,-4.200,-0.100,4.201,181.364,14.000
52.829,486,2,584.860,381.320,0.100,6.200,6.201,89.076,16.000
52.829,486,3,495.140,638.120,-0.100,-5.800,5.801,269.012,16.000
52.938,487,0,362.460,204.870,5.800,0.100,5.801,0.988,16.000
52.938,487,1,735.460,265.130,-4.200,-0.100,4.201,181.364,14.000
52.938,487,2,584.870,381.940,0.100,6.200,6.201,89.076,16.000
52.938,487,3,495.130,637.540,-0.100,-5.800,5.801,269.012,16.000
53.049,488,0,363.040,204.880,5.800,0.100,5.801,0.988,16.000
53.049,488,1,735.040,265.120,-4.200,-0.100,4.201,181.364,14.000
53.049,488,2,584.880,382.560,0.100,6.200,6.201,89.076,16.000
53.049,488,3,495.120,636.960,-0.100,-5.800,5.801,269.012,16.000
53.158,489,0,363.620,204.890,5.800,0.100,5.801,0.988,16.000
53.158,489,1,734.620,265.110,-4.200,-0.100,4.201,181.364,14.000
53.158,489,2,584.890,383.180,0.100,6.200,6.201,89.076,16.000
53.158,489,3,495.110,636.380,-0.100,-5.800,5.801,269.012,16.000
53.267,490,0,364.200,204.900,5.800,0.100,5.801,0.988,16.000
53.267,490,1,734.200,265.100,-4.200,-0.100,4.201,181.364,14.000
53.267,490,2,584.900,383.800,0.100,6.200,6.201,89.076,16.000
53.267,490,3,495.100,635.800,-0.100,-5.800,5.801,269.012,16.000
53.377,491,0,364.780,204.910,5.800,0.100,5.801,0.988,16.000
53.377,491,1,733.780,265.090,-4.200,-0.100,4.201,181.364,14.000
53.377,491,2,584.910,384.420,0.100,6.200,6.201,89.076,16.000
53.377,491,3,495.090,635.220,-0.100,-5.800,5.801,269.012,16.000
53.484,492,0,365.360,204.920,5.800,0.100,5.801,0.988,16.000
53.484,492,1,733.360,265.080,-4.200,-0.100,4.201,181.364,14.000
53.484,492,2,584.920,385.040,0.100,6.200,6.201,89.076,16.000
53.484,492,3,495.080,634.640,-0.100,-5.800,5.801,269.012,16.000
53.594,493,0,365.940,204.930,5.800,0.100,5.801,0.988,16.000
53.594,493,1,732.940,265.070,-4.200,-0.100,4.201,181.364,14.000
53.594,493,2,584.930,385.660,0.100,6.200,6.201,89.076,16.000
53.594,493,3,495.070,634.060,-0.100,-5.800,5.801,269.012,16.000
53.703,494,0,366.520,204.940,5.800,0.100,5.801,0.988,16.000
53.703,494,1,732.520,265.060,-4.200,-0.100,4.201,181.364,14.000
53.703,494,2,584.940,386.280,0.100,6.200,6.201,89.076,16.000
53.703,494,3,495.060,633.480,-0.100,-5.800,5.801,269.012,16.000
53.812,495,0,367.100,204.950,5.800,0.100,5.801,0.988,16.000
53.812,495,1,732.100,265.050,-4.200,-0.100,4.201,181.364,14.000
53.812,495,2,584.950,386.900,0.100,6.200,6.201,89.076,16.000
53.812,495,3,495.050,632.900,-0.100,-5.800,5.801,269.012,16.000
53.921,496,0,367.680,204.960,5.800,0.100,5.801,0.988,16.000
53.921,496,1,731.680,265.040,-4.200,-0.100,4.201,181.364,14.000
53.921,496,2,584.960,387.520,0.100,6.200,6.201,89.076,16.000
53.921,496,3,495.040,632.320,-0.100,-5.800,5.801,269.012,16.000
54.031,497,0,368.260,204.970,5.800,0.100,5.801,0.988,16.000
54.031,497,1,731.260,265.030,-4.200,-0.100,4.201,181.364,14.000
54.031,497,2,584.970,388.140,0.100,6.200,6.201,89.076,16.000
54.031,497,3,495.030,631.740,-0.100,-5.800,5.801,269.012,16.000
54.140,498,0,368.840,204.980,5.800,0.100,5.801,0.988,16.000
54.140,498,1,730.840,265.020,-4.200,-0.100,4.201,181.364,14.000
54.140,498,2,584.980,388.760,0.100,6.200,6.201,89.076,16.000
54.140,498,3,495.020,631.160,-0.100,-5.800,5.801,269.012,16.000
54.249,499,0,369.420,204.990,5.800,0.100,5.801,0.988,16.000
54.249,499,1,730.420,265.010,-4.200,-0.100,4.201,181.364,14.000
54.249,499,2,584.990,389.380,0.100,6.200,6.201,89.076,16.000
54.249,499,3,495.010,630.580,-0.100,-5.800,5.801,269.012,16.000
54.357,500,0,370.000,205.000,5.800,0.100,5.801,0.988,16.000
54.357,500,1,730.000,265.000,-4.200,-0.100,4.201,181.364,14.000
54.357,500,2,585.000,390.000,0.100,6.200,6.201,89.076,16.000
54.357,500,3,495.000,630.000,-0.100,-5.800,5.801,269.012,16.000
54.465,501,0,370.580,205.010,5.800,0.100,5.801,0.988,16.000
54.465,501,1,729.580,264.990,-4.200,-0.100,4.201,181.364,14.000
54.465,501,2,585.010,390.620,0.100,6.200,6.201,89.076,16.000
54.465,501,3,494.990,629.420,-0.100,-5.800,5.801,269.012,16.000
54.576,502,0,371.160,205.020,5.800,0.100,5.801,0.988,16.000
54.576,502,1,729.160,264.980,-4.200,-0.100,4.201,181.364,14.000
54.576,502,2,585.020,391.240,0.100,6.200,6.201,89.076,16.000
54.576,502,3,494.980,628.840,-0.100,-5.800,5.801,269.012,16.000
54.686,503,0,371.740,205.030,5.800,0.100,5.801,0.988,16.000
54.686,503,1,728.740,264.970,-4.200,-0.100,4.201,181.364,14.000
54.686,503,2,585.030,391.860,0.100,6.200,6.201,89.076,16.000
54.686,503,3,494.970,628.260,-0.100,-5.800,5.801,269.012,16.000
54.794,504,0,372.320,205.040,5.800,0.100,5.801,0.988,16.000
54.794,504,1,728.320,264.960,-4.200,-0.100,4.201,181.364,14.000
54.794,504,2,585.040,392.480,0.100,6.200,6.201,89.076,16.000
54.794,504,3,494.960,627.680,-0.100,-5.800,5.801,269.012,16.000
54.904,505,0,372.900,205.050,5.800,0.100,5.801,0.988,16.000
54.904,505,1,727.900,264.950,-4.200,-0.100,4.201,181.364,14.000
54.904,505,2,585.050,393.100,0.100,6.200,6.201,89.076,16.000
54.904,505,3,494.950,627.100,-0.100,-5.800,5.801,269.012,16.000
55.012,506,0,373.480,205.060,5.800,0.100,5.801,0.988,16.000
55.012,506,1,727.480,264.940,-4.200,-0.100,4.201,181.364,14.000
