t_wall_s,step,x_m,y_m,yaw_deg,v_mps,w_radps,v_cmd_mps,w_cmd_radps,goal_dist_m,min_clearance_m,collided
126.761,2487,724.360,741.835,44.777,8.900,0.000,8.900,0.000,306.995,147.172,0
126.812,2488,724.676,742.148,44.777,8.900,0.000,8.900,0.000,306.550,147.409,0
126.864,2489,724.992,742.462,44.777,8.900,0.000,8.900,0.000,306.106,147.647,0
126.915,2490,725.308,742.775,44.777,8.900,0.000,8.900,0.000,305.661,147.884,0
126.966,2491,725.624,743.089,44.777,8.900,0.000,8.900,0.000,305.216,148.122,0
127.017,2492,725.940,743.402,44.777,8.900,0.000,8.900,0.000,304.772,148.360,0
127.067,2493,726.256,743.716,44.777,8.900,0.000,8.900,0.000,304.327,148.598,0
127.118,2494,726.571,744.029,44.777,8.900,0.000,8.900,0.000,303.882,148.836,0
127.170,2495,726.887,744.343,44.777,8.900,0.000,8.900,0.000,303.437,149.075,0
127.221,2496,727.203,744.656,44.777,8.900,0.000,8.900,0.000,302.993,149.313,0
127.271,2497,727.519,744.969,44.777,8.900,0.000,8.900,0.000,302.548,149.552,0
127.322,2498,727.835,745.283,44.777,8.900,0.000,8.900,0.000,302.103,149.792,0
127.374,2499,728.151,745.596,44.777,8.900,0.000,8.900,0.000,301.659,150.031,0
127.424,2500,728.467,745.910,44.777,8.900,0.000,8.900,0.000,301.214,150.271,0
127.473,2501,728.783,746.223,44.777,8.900,0.000,8.900,0.000,300.769,150.511,0
127.526,2502,729.099,746.537,44.777,8.900,0.000,8.900,0.000,300.325,150.751,0
127.577,2503,729.414,746.850,44.777,8.900,0.000,8.900,0.000,299.880,150.991,0
127.628,2504,729.730,747.163,44.777,8.900,0.000,8.900,0.000,299.435,151.232,0
127.677,2505,730.046,747.477,44.777,8.900,0.000,8.900,0.000,298.990,151.473,0
127.728,2506,730.362,747.790,44.777,8.900,0.000,8.900,0.000,298.546,151.714,0
127.778,2507,730.678,748.104,44.777,8.900,0.000,8.900,0.000,298.101,151.955,0
127.831,2508,730.994,748.417,44.777,8.900,0.000,8.900,0.000,297.656,152.197,0
127.883,2509,731.310,748.731,44.777,8.900,0.000,8.900,0.000,297.212,152.438,0
127.935,2510,731.626,749.044,44.777,8.900,0.000,8.900,0.000,296.767,152.680,0
127.986,2511,731.941,749.358,44.777,8.900,0.000,8.900,0.000,296.322,152.922,0
128.035,2512,732.257,749.671,44.777,8.900,0.000,8.900,0.000,295.878,153.165,0
128.086,2513,732.573,749.984,44.777,8.900,0.000,8.900,0.000,295.433,153.407,0
128.137,2514,732.889,750.298,44.777,8.900,0.000,8.900,0.000,294.988,153.650,0
128.188,2515,733.205,750.611,44.777,8.900,0.000,8.900,0.000,294.544,153.893,0
128.239,2516,733.521,750.925,44.777,8.900,0.000,8.900,0.000,294.099,154.136,0
128.290,2517,733.837,751.238,44.777,8.900,0.000,8.900,0.000,293.654,154.380,0
128.340,2518,734.153,751.552,44.777,8.900,0.000,8.900,0.000,293.210,154.623,0
128.391,2519,734.469,751.865,44.777,8.900,0.000,8.900,0.000,292.765,154.867,0
128.442,2520,734.784,752.178,44.777,8.900,0.000,8.900,0.000,292.320,155.111,0
128.491,2521,735.100,752.492,44.777,8.900,0.000,8.900,0.000,291.876,155.355,0
128.542,2522,735.416,752.805,44.777,8.900,0.000,8.900,0.000,291.431,155.600,0
128.592,2523,735.732,753.119,44.777,8.900,0.000,8.900,0.000,290.986,155.845,0
128.643,2524,736.048,753.432,44.777,8.900,0.000,8.900,0.000,290.542,156.089,0
128.700,2525,736.364,753.746,44.777,8.900,0.000,8.900,0.000,290.097,156.334,0
128.746,2526,736.680,754.059,44.777,8.900,0.000,8.900,0.000,289.652,156.580,0
128.798,2527,736.996,754.373,44.777,8.900,0.000,8.900,0.000,289.208,156.825,0
128.848,2528,737.311,754.686,44.777,8.900,0.000,8.900,0.000,288.763,157.071,0
128.899,2529,737.627,754.999,44.777,8.900,0.000,8.900,0.000,288.318,157.317,0
128.950,2530,737.943,755.313,44.777,8.900,0.000,8.900,0.000,287.874,157.563,0
129.001,2531,738.259,755.626,44.777,8.900,0.000,8.900,0.000,287.429,157.809,0
129.053,2532,738.575,755.940,44.777,8.900,0.000,8.900,0.000,286.984,158.056,0
129.104,2533,738.891,756.253,44.777,8.900,0.000,8.900,0.000,286.540,158.302,0
129.154,2534,739.207,756.567,44.777,8.900,0.000,8.900,0.000,286.095,158.549,0
129.204,2535,739.523,756.880,44.777,8.900,0.000,8.900,0.000,285.650,158.796,0
129.255,2536,739.839,757.193,44.777,8.900,0.000,8.900,0.000,285.206,159.043,0
129.307,2537,740.154,757.507,44.777,8.900,0.000,8.900,0.000,284.761,159.291,0
129.358,2538,740.470,757.820,44.777,8.900,0.000,8.900,0.000,284.316,159.538,0
129.409,2539,740.786,758.134,44.777,8.900,0.000,8.900,0.000,283.872,159.786,0
129.460,2540,741.102,758.447,44.777,8.900,0.000,8.900,0.000,283.427,160.034,0
129.510,2541,741.418,758.761,44.777,8.900,0.000,8.900,0.000,282.982,160.283,0
129.561,2542,741.734,759.074,44.777,8.900,0.000,8.900,0.000,282.538,160.531,0
129.613,2543,742.050,759.388,44.777,8.900,0.000,8.900,0.000,282.093,160.779,0
129.664,2544,742.366,759.701,44.777,8.900,0.000,8.900,0.000,281.648,161.028,0
129.715,2545,742.681,760.014,44.777,8.900,0.000,8.900,0.000,281.204,161.277,0
129.765,2546,742.997,760.328,44.777,8.900,0.000,8.900,0.000,280.759,161.526,0
129.816,2547,743.313,760.641,44.777,8.900,0.000,8.900,0.000,280.314,161.776,0
129.867,2548,743.629,760.955,44.777,8.900,0.000,8.900,0.000,279.870,162.025,0
129.917,2549,743.945,761.268,44.777,8.900,0.000,8.900,0.000,279.425,162.275,0
129.968,2550,744.261,761.582,44.777,8.900,0.000,8.900,0.000,278.980,162.525,0
130.019,2551,744.577,761.895,44.777,8.900,0.000,8.900,0.000,278.536,162.775,0
130.070,2552,744.893,762.208,44.778,8.900,0.000,8.900,0.000,278.091,163.025,0
130.121,2553,745.209,762.522,44.778,8.900,0.000,8.900,0.000,277.647,163.276,0
130.173,2554,745.524,762.835,44.778,8.900,0.000,8.900,0.000,277.202,163.526,0
130.223,2555,745.840,763.149,44.778,8.900,0.000,8.900,0.000,276.757,163.777,0
130.273,2556,746.156,763.462,44.778,8.900,0.000,8.900,0.000,276.313,164.028,0
130.325,2557,746.472,763.776,44.778,8.900,0.000,8.900,0.000,275.868,164.279,0
130.376,2558,746.788,764.089,44.682,8.900,-0.033,8.900,-0.033,275.423,164.531,0
130.427,2559,747.105,764.401,44.587,8.900,-0.033,8.900,-0.033,274.979,164.783,0
130.478,2560,747.423,764.713,44.491,8.900,-0.033,8.900,-0.033,274.534,165.036,0
130.527,2561,747.741,765.024,44.396,8.900,-0.033,8.900,-0.033,274.089,165.290,0
130.578,2562,748.059,765.335,44.396,8.900,0.000,8.900,0.000,273.644,165.545,0
130.630,2563,748.377,765.647,44.396,8.900,0.000,8.900,0.000,273.200,165.800,0
130.681,2564,748.695,765.958,44.396,8.900,0.000,8.900,0.000,272.755,166.055,0
130.733,2565,749.013,766.269,44.396,8.900,0.000,8.900,0.000,272.310,166.311,0
130.782,2566,749.331,766.581,44.396,8.900,0.000,8.900,0.000,271.865,166.566,0
130.833,2567,749.649,766.892,44.396,8.900,0.000,8.900,0.000,271.421,166.822,0
130.884,2568,749.967,767.203,44.396,8.900,0.000,8.900,0.000,270.976,167.078,0
130.935,2569,750.284,767.515,44.396,8.900,0.000,8.900,0.000,270.531,167.335,0
130.986,2570,750.602,767.826,44.396,8.900,0.000,8.900,0.000,270.086,167.591,0
131.037,2571,750.920,768.137,44.396,8.900,0.000,8.900,0.000,269.642,167.847,0
131.088,2572,751.238,768.449,44.396,8.900,0.000,8.900,0.000,269.197,168.104,0
131.139,2573,751.556,768.760,44.396,8.900,0.000,8.900,0.000,268.752,168.361,0
131.190,2574,751.874,769.071,44.396,8.900,0.000,8.900,0.000,268.308,168.618,0
131.241,2575,752.192,769.383,44.396,8.900,0.000,8.900,0.000,267.863,168.875,0
131.293,2576,752.510,769.694,44.396,8.900,0.000,8.900,0.000,267.418,169.132,0
131.343,2577,752.828,770.005,44.396,8.900,0.000,8.900,0.000,266.973,169.390,0
131.394,2578,753.146,770.317,44.396,8.900,0.000,8.900,0.000,266.529,169.647,0
131.445,2579,753.464,770.628,44.396,8.900,0.000,8.900,0.000,266.084,169.905,0
131.496,2580,753.782,770.939,44.396,8.900,0.000,8.900,0.000,265.639,170.163,0
131.547,2581,754.100,771.251,44.396,8.900,0.000,8.900,0.000,265.194,170.421,0
131.598,2582,754.418,771.562,44.396,8.900,0.000,8.900,0.000,264.750,170.680,0
131.649,2583,754.736,771.873,44.396,8.900,0.000,8.900,0.000,264.305,170.938,0
131.700,2584,755.054,772.185,44.396,8.900,0.000,8.900,0.000,263.860,171.197,0
131.751,2585,755.372,772.496,44.396,8.900,0.000,8.900,0.000,263.416,171.456,0
131.803,2586,755.690,772.807,44.396,8.900,0.000,8.900,0.000,262.971,171.715,0
131.854,2587,756.008,773.119,44.396,8.900,0.000,8.900,0.000,262.526,171.974,0
131.904,2588,756.326,773.430,44.396,8.900,0.000,8.900,0.000,262.081,172.233,0
131.955,2589,756.644,773.741,44.396,8.900,0.000,8.900,0.000,261.637,172.492,0
132.006,2590,756.962,774.053,44.396,8.900,0.000,8.900,0.000,261.192,172.752,0
132.057,2591,757.280,774.364,44.396,8.900,0.000,8.900,0.000,260.747,173.012,0
132.108,2592,757.598,774.675,44.396,8.900,0.000,8.900,0.000,260.303,173.271,0
132.159,2593,757.916,774.987,44.396,8.900,0.000,8.900,0.000,259.858,173.531,0
132.210,2594,758.234,775.298,44.396,8.900,0.000,8.900,0.000,259.413,173.792,0
132.260,2595,758.552,775.609,44.396,8.900,0.000,8.900,0.000,258.968,174.052,0
132.311,2596,758.870,775.921,44.396,8.900,0.000,8.900,0.000,258.524,174.313,0
132.362,2597,759.187,776.232,44.396,8.900,0.000,8.900,0.000,258.079,174.573,0
132.413,2598,759.505,776.543,44.396,8.900,0.000,8.900,0.000,257.634,174.834,0
132.463,2599,759.823,776.855,44.396,8.900,0.000,8.900,0.000,257.190,175.095,0
132.515,2600,760.141,777.166,44.396,8.900,0.000,8.900,0.000,256.745,175.356,0
132.566,2601,760.459,777.477,44.396,8.900,0.000,8.900,0.000,256.300,175.617,0
132.618,2602,760.777,777.789,44.396,8.900,0.000,8.900,0.000,255.855,175.879,0
132.668,2603,761.095,778.100,44.396,8.900,0.000,8.900,0.000,255.411,176.140,0
132.718,2604,761.413,778.411,44.396,8.900,0.000,8.900,0.000,254.966,176.402,0
132.769,2605,761.731,778.722,44.396,8.900,0.000,8.900,0.000,254.521,176.664,0
132.820,2606,762.049,779.034,44.396,8.900,0.000,8.900,0.000,254.077,176.926,0
132.871,2607,762.367,779.345,44.396,8.900,0.000,8.900,0.000,253.632,177.188,0
132.922,2608,762.685,779.656,44.396,8.900,0.000,8.900,0.000,253.187,177.450,0
132.972,2609,763.003,779.968,44.396,8.900,0.000,8.900,0.000,252.743,177.712,0
133.023,2610,763.321,780.279,44.396,8.900,0.000,8.900,0.000,252.298,177.975,0
133.074,2611,763.639,780.590,44.396,8.900,0.000,8.900,0.000,251.853,178.238,0
133.125,2612,763.957,780.902,44.396,8.900,0.000,8.900,0.000,251.408,178.500,0
133.176,2613,764.275,781.213,44.396,8.900,0.000,8.900,0.000,250.964,178.764,0
133.228,2614,764.593,781.524,44.396,8.900,0.000,8.900,0.000,250.519,179.027,0
133.279,2615,764.911,781.836,44.396,8.900,0.000,8.900,0.000,250.074,179.290,0
133.329,2616,765.229,782.147,44.396,8.900,0.000,8.900,0.000,249.630,179.553,0
133.381,2617,765.547,782.458,44.396,8.900,0.000,8.900,0.000,249.185,179.817,0
133.432,2618,765.865,782.770,44.396,8.900,0.000,8.900,0.000,248.740,180.081,0
133.482,2619,766.183,783.081,44.396,8.900,0.000,8.900,0.000,248.296,180.344,0
133.534,2620,766.501,783.392,44.396,8.900,0.000,8.900,0.000,247.851,180.608,0
133.585,2621,766.819,783.704,44.396,8.900,0.000,8.900,0.000,247.406,180.872,0
133.636,2622,767.137,784.015,44.396,8.900,0.000,8.900,0.000,246.962,181.137,0
133.686,2623,767.455,784.326,44.396,8.900,0.000,8.900,0.000,246.517,181.401,0
133.737,2624,767.773,784.638,44.396,8.900,0.000,8.900,0.000,246.072,181.666,0
133.788,2625,768.091,784.949,44.396,8.900,0.000,8.900,0.000,245.628,181.930,0
133.839,2626,768.408,785.260,44.396,8.900,0.000,8.900,0.000,245.183,182.195,0
133.890,2627,768.726,785.572,44.396,8.900,0.000,8.900,0.000,244.738,182.460,0
133.941,2628,769.044,785.883,44.396,8.900,0.000,8.900,0.000,244.294,182.725,0
133.993,2629,769.362,786.194,44.396,8.900,0.000,8.900,0.000,243.849,182.990,0
134.043,2630,769.680,786.506,44.396,8.900,0.000,8.900,0.000,243.404,183.256,0
134.094,2631,769.998,786.817,44.396,8.900,0.000,8.900,0.000,242.960,183.521,0
134.145,2632,770.316,787.128,44.396,8.900,0.000,8.900,0.000,242.515,183.787,0
134.196,2633,770.634,787.440,44.396,8.900,0.000,8.900,0.000,242.070,184.052,0
134.247,2634,770.952,787.751,44.396,8.900,0.000,8.900,0.000,241.626,184.318,0
134.298,2635,771.270,788.062,44.396,8.900,0.000,8.900,0.000,241.181,184.584,0
134.349,2636,771.588,788.374,44.396,8.900,0.000,8.900,0.000,240.736,184.850,0
134.400,2637,771.906,788.685,44.396,8.900,0.000,8.900,0.000,240.292,185.116,0
134.451,2638,772.224,788.996,44.396,8.900,0.000,8.900,0.000,239.847,185.383,0
134.502,2639,772.542,789.308,44.396,8.900,0.000,8.900,0.000,239.402,185.649,0
134.553,2640,772.860,789.619,44.396,8.900,0.000,8.900,0.000,238.958,185.916,0
134.604,2641,773.178,789.930,44.396,8.900,0.000,8.900,0.000,238.513,186.183,0
134.655,2642,773.496,790.242,44.396,8.900,0.000,8.900,0.000,238.068,186.450,0
134.706,2643,773.814,790.553,44.396,8.900,0.000,8.900,0.000,237.624,186.717,0
134.757,2644,774.132,790.864,44.396,8.900,0.000,8.900,0.000,237.179,186.984,0
134.807,2645,774.450,791.176,44.396,8.900,0.000,8.900,0.000,236.734,187.251,0
134.858,2646,774.768,791.487,44.396,8.900,0.000,8.900,0.000,236.290,187.518,0
134.909,2647,775.086,791.798,44.396,8.900,0.000,8.900,0.000,235.845,187.786,0
134.960,2648,775.404,792.109,44.396,8.900,0.000,8.900,0.000,235.400,188.054,0
135.012,2649,775.722,792.421,44.396,8.900,0.000,8.900,0.000,234.956,188.321,0
135.062,2650,776.040,792.732,44.396,8.900,0.000,8.900,0.000,234.511,188.589,0
135.113,2651,776.358,793.043,44.396,8.900,0.000,8.900,0.000,234.066,188.857,0
135.164,2652,776.676,793.355,44.396,8.900,0.000,8.900,0.000,233.622,189.125,0
135.216,2653,776.994,793.666,44.396,8.900,0.000,8.900,0.000,233.177,189.394,0
135.267,2654,777.311,793.977,44.396,8.900,0.000,8.900,0.000,232.732,189.662,0
135.318,2655,777.629,794.289,44.396,8.900,0.000,8.900,0.000,232.288,189.930,0
135.369,2656,777.947,794.600,44.396,8.900,0.000,8.900,0.000,231.843,190.199,0
135.419,2657,778.265,794.911,44.396,8.900,0.000,8.900,0.000,231.398,190.468,0
135.469,2658,778.583,795.223,44.396,8.900,0.000,8.900,0.000,230.954,190.737,0
135.521,2659,778.901,795.534,44.396,8.900,0.000,8.900,0.000,230.509,191.006,0
135.572,2660,779.219,795.845,44.396,8.900,0.000,8.900,0.000,230.065,191.275,0
135.623,2661,779.537,796.157,44.396,8.900,0.000,8.900,0.000,229.620,191.544,0
135.673,2662,779.855,796.468,44.396,8.900,0.000,8.900,0.000,229.175,191.813,0
135.724,2663,780.173,796.779,44.396,8.900,0.000,8.900,0.000,228.731,192.083,0
135.774,2664,780.491,797.091,44.396,8.900,0.000,8.900,0.000,228.286,192.352,0
135.827,2665,780.809,797.402,44.396,8.900,0.000,8.900,0.000,227.841,192.622,0
135.878,2666,781.127,797.713,44.396,8.900,0.000,8.900,0.000,227.397,192.892,0
135.929,2667,781.445,798.025,44.396,8.900,0.000,8.900,0.000,226.952,193.162,0
135.979,2668,781.763,798.336,44.396,8.900,0.000,8.900,0.000,226.508,193.432,0
136.031,2669,782.081,798.647,44.300,8.900,-0.033,8.900,-0.033,226.063,193.702,0
136.082,2670,782.400,798.957,44.205,8.900,-0.033,8.900,-0.033,225.618,193.973,0
136.133,2671,782.720,799.267,44.109,8.900,-0.033,8.900,-0.033,225.174,194.245,0
136.184,2672,783.040,799.576,44.014,8.900,-0.033,8.900,-0.033,224.729,194.517,0
136.235,2673,783.361,799.885,43.918,8.900,-0.033,8.900,-0.033,224.284,194.791,0
136.286,2674,783.681,800.193,43.918,8.900,0.000,8.900,0.000,223.839,195.065,0
136.336,2675,784.002,800.502,43.918,8.900,0.000,8.900,0.000,223.395,195.339,0
136.387,2676,784.322,800.811,43.918,8.900,0.000,8.900,0.000,222.950,195.614,0
136.439,2677,784.643,801.119,43.918,8.900,0.000,8.900,0.000,222.505,195.888,0
136.489,2678,784.963,801.428,43.918,8.900,0.000,8.900,0.000,222.060,196.163,0
136.541,2679,785.284,801.737,43.918,8.900,0.000,8.900,0.000,221.616,196.438,0
136.592,2680,785.604,802.045,43.918,8.900,0.000,8.900,0.000,221.171,196.713,0
136.642,2681,785.925,802.354,43.918,8.900,0.000,8.900,0.000,220.726,196.988,0
136.693,2682,786.245,802.663,43.918,8.900,0.000,8.900,0.000,220.281,197.263,0
136.744,2683,786.566,802.971,43.918,8.900,0.000,8.900,0.000,219.837,197.538,0
136.795,2684,786.887,803.280,43.918,8.900,0.000,8.900,0.000,219.392,197.814,0
136.845,2685,787.207,803.589,43.918,8.900,0.000,8.900,0.000,218.947,198.089,0
136.896,2686,787.528,803.897,43.918,8.900,0.000,8.900,0.000,218.502,198.365,0
136.947,2687,787.848,804.206,43.918,8.900,0.000,8.900,0.000,218.058,198.641,0
136.998,2688,788.169,804.515,43.918,8.900,0.000,8.900,0.000,217.613,198.916,0
137.049,2689,788.489,804.823,43.918,8.900,0.000,8.900,0.000,217.168,199.192,0
137.100,2690,788.810,805.132,43.918,8.900,0.000,8.900,0.000,216.723,199.468,0
137.151,2691,789.130,805.441,43.918,8.900,0.000,8.900,0.000,216.279,199.744,0
137.203,2692,789.451,805.749,43.918,8.900,0.000,8.900,0.000,215.834,200.021,0
137.254,2693,789.771,806.058,43.918,8.900,0.000,8.900,0.000,215.389,200.297,0
137.305,2694,790.092,806.367,43.918,8.900,0.000,8.900,0.000,214.944,200.573,0
137.356,2695,790.413,806.675,43.918,8.900,0.000,8.900,0.000,214.500,200.850,0
137.406,2696,790.733,806.984,43.918,8.900,0.000,8.900,0.000,214.055,201.126,0
137.457,2697,791.054,807.293,43.918,8.900,0.000,8.900,0.000,213.610,201.403,0
137.508,2698,791.374,807.601,43.918,8.900,0.000,8.900,0.000,213.165,201.680,0
137.559,2699,791.695,807.910,43.918,8.900,0.000,8.900,0.000,212.721,201.957,0
137.610,2700,792.015,808.219,43.918,8.900,0.000,8.900,0.000,212.276,202.234,0
137.662,2701,792.336,808.527,43.918,8.900,0.000,8.900,0.000,211.831,202.511,0
137.712,2702,792.656,808.836,43.918,8.900,0.000,8.900,0.000,211.387,202.788,0
137.763,2703,792.977,809.145,43.918,8.900,0.000,8.900,0.000,210.942,203.066,0
137.814,2704,793.298,809.453,43.918,8.900,0.000,8.900,0.000,210.497,203.343,0
137.865,2705,793.618,809.762,43.918,8.900,0.000,8.900,0.000,210.052,203.621,0
137.916,2706,793.939,810.071,43.918,8.900,0.000,8.900,0.000,209.608,203.898,0
137.967,2707,794.259,810.379,43.918,8.900,0.000,8.900,0.000,209.163,204.176,0
138.019,2708,794.580,810.688,43.918,8.900,0.000,8.900,0.000,208.718,204.454,0
138.070,2709,794.900,810.997,43.918,8.900,0.000,8.900,0.000,208.274,204.732,0
138.121,2710,795.221,811.305,43.918,8.900,0.000,8.900,0.000,207.829,205.010,0
138.172,2711,795.541,811.614,43.918,8.900,0.000,8.900,0.000,207.384,205.288,0
138.222,2712,795.862,811.923,43.918,8.900,0.000,8.900,0.000,206.939,205.566,0
138.273,2713,796.182,812.231,43.918,8.900,0.000,8.900,0.000,206.495,205.844,0
138.325,2714,796.503,812.540,43.918,8.900,0.000,8.900,0.000,206.050,206.123,0
138.376,2715,796.824,812.849,43.918,8.900,0.000,8.900,0.000,205.605,206.401,0
138.426,2716,797.144,813.157,43.918,8.900,0.000,8.900,0.000,205.161,206.680,0
138.477,2717,797.465,813.466,43.918,8.900,0.000,8.900,0.000,204.716,206.959,0
138.528,2718,797.785,813.775,43.918,8.900,0.000,8.900,0.000,204.271,207.237,0
138.580,2719,798.106,814.083,43.918,8.900,0.000,8.900,0.000,203.826,207.516,0
138.631,2720,798.426,814.392,43.918,8.900,0.000,8.900,0.000,203.382,207.795,0
138.682,2721,798.747,814.701,43.918,8.900,0.000,8.900,0.000,202.937,208.074,0
138.733,2722,799.067,815.009,43.918,8.900,0.000,8.900,0.000,202.492,208.354,0
138.783,2723,799.388,815.318,43.918,8.900,0.000,8.900,0.000,202.048,208.633,0
138.833,2724,799.708,815.627,43.918,8.900,0.000,8.900,0.000,201.603,208.912,0
138.884,2725,800.029,815.935,43.918,8.900,0.000,8.900,0.000,201.158,209.192,0
138.935,2726,800.350,816.244,43.918,8.900,0.000,8.900,0.000,200.714,209.471,0
138.985,2727,800.670,816.553,43.918,8.900,0.000,8.900,0.000,200.269,209.751,0
139.036,2728,800.991,816.861,43.918,8.900,0.000,8.900,0.000,199.824,210.030,0
139.087,2729,801.311,817.170,43.918,8.900,0.000,8.900,0.000,199.380,210.310,0
139.138,2730,801.632,817.479,43.918,8.900,0.000,8.900,0.000,198.935,210.590,0
139.189,2731,801.952,817.787,43.918,8.900,0.000,8.900,0.000,198.490,210.870,0
139.240,2732,802.273,818.096,43.918,8.900,0.000,8.900,0.000,198.045,211.150,0
139.291,2733,802.593,818.405,43.918,8.900,0.000,8.900,0.000,197.601,211.430,0
139.342,2734,802.914,818.713,43.918,8.900,0.000,8.900,0.000,197.156,211.711,0
139.393,2735,803.234,819.022,43.918,8.900,0.000,8.900,0.000,196.711,211.991,0
139.444,2736,803.555,819.331,43.918,8.900,0.000,8.900,0.000,196.267,212.271,0
139.494,2737,803.876,819.639,43.918,8.900,0.000,8.900,0.000,195.822,212.552,0
139.545,2738,804.196,819.948,43.918,8.900,0.000,8.900,0.000,195.377,212.833,0
139.596,2739,804.517,820.257,43.918,8.900,0.000,8.900,0.000,194.933,213.113,0
139.647,2740,804.837,820.565,43.918,8.900,0.000,8.900,0.000,194.488,213.394,0
139.698,2741,805.158,820.874,43.918,8.900,0.000,8.900,0.000,194.043,213.675,0
139.749,2742,805.478,821.183,43.918,8.900,0.000,8.900,0.000,193.599,213.956,0
139.800,2743,805.799,821.491,43.918,8.900,0.000,8.900,0.000,193.154,214.237,0
139.851,2744,806.119,821.800,43.918,8.900,0.000,8.900,0.000,192.709,214.518,0
139.901,2745,806.440,822.109,43.918,8.900,0.000,8.900,0.000,192.265,214.799,0
139.953,2746,806.761,822.417,43.918,8.900,0.000,8.900,0.000,191.820,215.081,0
140.004,2747,807.081,822.726,43.918,8.900,0.000,8.900,0.000,191.375,215.362,0
140.055,2748,807.402,823.035,43.918,8.900,0.000,8.900,0.000,190.931,215.644,0
140.105,2749,807.722,823.343,43.918,8.900,0.000,8.900,0.000,190.486,215.925,0
140.156,2750,808.043,823.652,43.918,8.900,0.000,8.900,0.000,190.041,216.207,0
140.207,2751,808.363,823.961,43.918,8.900,0.000,8.900,0.000,189.597,216.488,0
140.258,2752,808.684,824.269,43.918,8.900,0.000,8.900,0.000,189.152,216.770,0
140.309,2753,809.004,824.578,43.918,8.900,0.000,8.900,0.000,188.707,217.052,0
140.360,2754,809.325,824.887,43.918,8.900,0.000,8.900,0.000,188.263,217.334,0
140.411,2755,809.645,825.195,43.918,8.900,0.000,8.900,0.000,187.818,217.616,0
140.462,2756,809.966,825.504,43.918,8.900,0.000,8.900,0.000,187.373,217.898,0
140.513,2757,810.287,825.813,43.918,8.900,0.000,8.900,0.000,186.929,218.181,0
140.563,2758,810.607,826.121,43.918,8.900,0.000,8.900,0.000,186.484,218.463,0
140.614,2759,810.928,826.430,43.918,8.900,0.000,8.900,0.000,186.040,218.745,0
140.665,2760,811.248,826.739,43.918,8.900,0.000,8.900,0.000,185.595,219.028,0
140.716,2761,811.569,827.047,43.918,8.900,0.000,8.900,0.000,185.150,219.310,0
140.767,2762,811.889,827.356,43.918,8.900,0.000,8.900,0.000,184.706,219.593,0
140.818,2763,812.210,827.665,43.918,8.900,0.000,8.900,0.000,184.261,219.876,0
140.868,2764,812.530,827.973,43.918,8.900,0.000,8.900,0.000,183.816,220.159,0
140.919,2765,812.851,828.282,43.918,8.900,0.000,8.900,0.000,183.372,220.441,0
140.970,2766,813.171,828.591,43.918,8.900,0.000,8.900,0.000,182.927,220.724,0
141.021,2767,813.493,828.899,43.823,8.900,-0.033,8.900,-0.033,182.482,221.007,0
141.072,2768,813.814,829.206,43.727,8.900,-0.033,8.900,-0.033,182.038,221.291,0
141.123,2769,814.136,829.513,43.632,8.900,-0.033,8.900,-0.033,181.593,221.576,0
141.174,2770,814.459,829.820,43.536,8.900,-0.033,8.900,-0.033,181.148,221.861,0
141.226,2771,814.782,830.126,43.441,8.900,-0.033,8.900,-0.033,180.704,222.147,0
141.277,2772,815.105,830.432,43.441,8.900,0.000,8.900,0.000,180.259,222.434,0
141.328,2773,815.428,830.738,43.441,8.900,0.000,8.900,0.000,179.814,222.721,0
141.379,2774,815.751,831.044,43.441,8.900,0.000,8.900,0.000,179.369,223.008,0
141.430,2775,816.074,831.350,43.441,8.900,0.000,8.900,0.000,178.924,223.296,0
141.479,2776,816.397,831.656,43.441,8.900,0.000,8.900,0.000,178.480,223.583,0
141.531,2777,816.721,831.962,43.441,8.900,0.000,8.900,0.000,178.035,223.870,0
141.582,2778,817.044,832.268,43.441,8.900,0.000,8.900,0.000,177.590,224.157,0
141.634,2779,817.367,832.574,43.441,8.900,0.000,8.900,0.000,177.145,224.445,0
141.685,2780,817.690,832.880,43.441,8.900,0.000,8.900,0.000,176.701,224.732,0
141.736,2781,818.013,833.186,43.441,8.900,0.000,8.900,0.000,176.256,225.020,0
141.787,2782,818.336,833.492,43.441,8.900,0.000,8.900,0.000,175.811,225.308,0
141.838,2783,818.659,833.798,43.441,8.900,0.000,8.900,0.000,175.366,225.595,0
141.889,2784,818.982,834.104,43.441,8.900,0.000,8.900,0.000,174.922,225.883,0
141.940,2785,819.305,834.410,43.441,8.900,0.000,8.900,0.000,174.477,226.171,0
141.991,2786,819.628,834.716,43.441,8.900,0.000,8.900,0.000,174.032,226.459,0
142.042,2787,819.952,835.022,43.441,8.900,0.000,8.900,0.000,173.588,226.747,0
142.093,2788,820.275,835.328,43.441,8.900,0.000,8.900,0.000,173.143,227.035,0
142.144,2789,820.598,835.634,43.441,8.900,0.000,8.900,0.000,172.698,227.323,0
142.195,2790,820.921,835.940,43.441,8.900,0.000,8.900,0.000,172.253,227.612,0
142.245,2791,821.244,836.246,43.441,8.900,0.000,8.900,0.000,171.809,227.900,0
142.296,2792,821.567,836.551,43.441,8.900,0.000,8.900,0.000,171.364,228.188,0
142.347,2793,821.890,836.857,43.441,8.900,0.000,8.900,0.000,170.919,228.477,0
142.399,2794,822.213,837.163,43.441,8.900,0.000,8.900,0.000,170.474,228.765,0
